ue_id,cell_id,rsrp,rsrq,sinr,msg_failure
UE10880,XYZ401,-119.4,-13.9,4.2,MSG3
UE10881,XYZ402,-121.9,-13.1,0.5,MSG2
UE10882,XYZ403,-105.2,-13.1,7.8,MSG4
UE10883,XYZ404,-114.5,-12.9,2.4,SUCCESS
UE10884,XYZ405,-111.9,-11.3,9.7,MSG1
UE10885,XYZ406,-104.5,-11.1,7.2,SUCCESS
UE10886,XYZ407,-103.7,-10.8,7.8,SUCCESS
UE10887,XYZ408,-105.4,-9.9,14.5,SUCCESS
UE10888,XYZ409,-92.1,-8.6,15.4,SUCCESS
UE10889,XYZ410,-86.0,-9.4,20.4,SUCCESS
UE10890,XYZ401,-121.4,-11.9,2.6,MSG2
UE10891,XYZ402,-115.0,-13.3,-13.3,SUCCESS
UE10892,XYZ403,-118.2,-14.8,-10.2,MSG3
UE10893,XYZ404,-113.0,-11.3,-2.2,MSG3
UE10894,XYZ405,-101.3,-11.5,8.5,MSG1
UE10895,XYZ406,-100.1,-10.9,10.7,SUCCESS
UE10896,XYZ407,-106.0,-11.1,9.7,SUCCESS
UE10897,XYZ408,-103.1,-10.8,11.2,SUCCESS
UE10898,XYZ409,-97.0,-10.7,13.8,SUCCESS
UE10899,XYZ410,-85.9,-4.8,21.2,SUCCESS
UE10900,XYZ401,-122.0,-11.7,4.3,MSG4
UE10901,XYZ402,-118.4,-15.1,-11.6,SUCCESS
UE10902,XYZ403,-118.0,-12.7,-4.7,SUCCESS
UE10903,XYZ404,-108.0,-13.1,-4.0,SUCCESS
UE10904,XYZ405,-118.0,-16.0,-2.5,SUCCESS
UE10905,XYZ406,-110.7,-9.0,10.9,SUCCESS
UE10906,XYZ407,-111.9,-13.5,-0.7,SUCCESS
UE10907,XYZ408,-105.6,-9.1,13.8,SUCCESS
UE10908,XYZ409,-91.3,-7.5,15.2,SUCCESS
UE10909,XYZ410,-89.5,-7.4,21.8,SUCCESS
UE10910,XYZ401,-126.1,-15.5,-5.8,MSG2
UE10911,XYZ402,-112.6,-12.4,-3.2,SUCCESS
UE10912,XYZ403,-118.9,-12.8,-0.7,MSG4
UE10913,XYZ404,-114.2,-10.3,8.5,SUCCESS
UE10914,XYZ405,-109.2,-13.0,9.4,MSG2
UE10915,XYZ406,-105.1,-10.6,1.1,MSG3
UE10916,XYZ407,-107.8,-11.5,4.1,SUCCESS
UE10917,XYZ408,-107.9,-10.9,8.3,SUCCESS
UE10918,XYZ409,-88.4,-8.9,13.6,SUCCESS
UE10919,XYZ410,-89.0,-7.5,19.8,SUCCESS
UE10920,XYZ401,-121.4,-14.3,3.2,SUCCESS
UE10921,XYZ402,-124.9,-13.0,4.7,SUCCESS
UE10922,XYZ403,-118.8,-10.7,1.6,MSG3
UE10923,XYZ404,-108.0,-11.6,2.9,SUCCESS
UE10924,XYZ405,-108.6,-9.2,7.1,SUCCESS
UE10925,XYZ406,-103.4,-8.7,9.8,SUCCESS
UE10926,XYZ407,-104.4,-12.6,9.7,SUCCESS
UE10927,XYZ408,-101.6,-10.1,10.3,SUCCESS
UE10928,XYZ409,-89.4,-10.6,18.2,SUCCESS
UE10929,XYZ410,-84.3,-8.5,20.0,SUCCESS
UE10930,XYZ401,-115.9,-12.2,-6.2,SUCCESS
UE10931,XYZ402,-109.3,-10.5,5.6,MSG2
UE10932,XYZ403,-114.4,-15.1,0.6,MSG3
UE10933,XYZ404,-117.8,-12.0,-0.2,MSG1
UE10934,XYZ405,-111.9,-8.3,11.5,SUCCESS
UE10935,XYZ406,-101.4,-9.8,15.3,SUCCESS
UE10936,XYZ407,-112.0,-12.5,6.1,SUCCESS
UE10937,XYZ408,-99.4,-10.4,8.9,SUCCESS
UE10938,XYZ409,-89.4,-9.7,13.9,SUCCESS
UE10939,XYZ410,-89.9,-10.2,20.2,SUCCESS
UE10940,XYZ401,-112.2,-12.9,-3.7,MSG3
UE10941,XYZ402,-121.1,-13.4,7.6,SUCCESS
UE10942,XYZ403,-118.9,-15.0,-1.9,SUCCESS
UE10943,XYZ404,-109.0,-11.8,14.6,SUCCESS
UE10944,XYZ405,-107.4,-11.1,-2.8,MSG4
UE10945,XYZ406,-107.7,-9.1,9.4,SUCCESS
UE10946,XYZ407,-102.9,-8.4,8.9,SUCCESS
UE10947,XYZ408,-101.2,-9.6,13.0,SUCCESS
UE10948,XYZ409,-94.5,-8.7,17.5,SUCCESS
UE10949,XYZ410,-89.6,-9.0,22.2,SUCCESS
UE10950,XYZ401,-112.5,-14.1,-14.1,MSG2
UE10951,XYZ402,-106.1,-12.1,-13.0,MSG2
UE10952,XYZ403,-113.6,-9.8,6.8,MSG4
UE10953,XYZ404,-116.7,-12.7,-6.4,SUCCESS
UE10954,XYZ405,-113.0,-9.9,11.2,SUCCESS
UE10955,XYZ406,-103.2,-10.5,9.3,SUCCESS
UE10956,XYZ407,-101.4,-13.9,-4.9,SUCCESS
UE10957,XYZ408,-107.2,-10.3,18.0,SUCCESS
UE10958,XYZ409,-93.7,-11.6,12.4,SUCCESS
UE10959,XYZ410,-88.9,-7.4,18.8,SUCCESS
UE10960,XYZ401,-110.1,-12.6,4.8,MSG4
UE10961,XYZ402,-115.2,-16.2,-24.3,MSG4
UE10962,XYZ403,-114.8,-15.9,-2.1,MSG1
UE10963,XYZ404,-105.3,-13.5,-0.0,SUCCESS
UE10964,XYZ405,-111.3,-11.9,-1.3,SUCCESS
UE10965,XYZ406,-108.0,-14.9,10.9,SUCCESS
UE10966,XYZ407,-105.8,-10.5,5.0,SUCCESS
UE10967,XYZ408,-104.4,-11.3,14.1,MSG3
UE10968,XYZ409,-95.6,-8.9,12.6,SUCCESS
UE10969,XYZ410,-93.3,-8.7,19.5,SUCCESS
UE10970,XYZ401,-113.9,-10.5,0.4,MSG4
UE10971,XYZ402,-113.8,-13.8,0.3,MSG2
UE10972,XYZ403,-121.4,-13.8,-2.6,MSG1
UE10973,XYZ404,-109.3,-12.1,-7.5,MSG4
UE10974,XYZ405,-111.2,-9.8,9.8,SUCCESS
UE10975,XYZ406,-105.0,-12.2,-0.3,SUCCESS
UE10976,XYZ407,-106.1,-13.7,-4.0,MSG1
UE10977,XYZ408,-101.5,-11.2,3.4,SUCCESS
UE10978,XYZ409,-94.7,-7.1,17.8,SUCCESS
UE10979,XYZ410,-87.2,-11.4,15.4,SUCCESS
UE10980,XYZ401,-121.2,-11.5,3.2,SUCCESS
UE10981,XYZ402,-116.6,-13.4,9.9,MSG1
UE10982,XYZ403,-115.2,-15.1,-11.8,MSG1
UE10983,XYZ404,-104.4,-13.8,1.9,SUCCESS
UE10984,XYZ405,-115.4,-11.9,-0.2,SUCCESS
UE10985,XYZ406,-108.7,-8.4,15.5,SUCCESS
UE10986,XYZ407,-106.7,-10.4,7.6,SUCCESS
UE10987,XYZ408,-105.1,-14.3,4.3,SUCCESS
UE10988,XYZ409,-89.9,-10.4,16.2,MSG4
UE10989,XYZ410,-86.5,-8.9,17.8,SUCCESS
UE10990,XYZ401,-113.8,-13.1,14.4,MSG4
UE10991,XYZ402,-117.4,-13.8,-15.3,SUCCESS
UE10992,XYZ403,-111.0,-10.3,8.5,MSG2
UE10993,XYZ404,-113.9,-11.4,15.7,SUCCESS
UE10994,XYZ405,-109.3,-11.5,0.6,SUCCESS
UE10995,XYZ406,-102.8,-11.5,3.3,SUCCESS
UE10996,XYZ407,-105.2,-9.5,13.0,MSG1
UE10997,XYZ408,-102.5,-10.0,9.2,SUCCESS
UE10998,XYZ409,-92.2,-8.7,17.8,SUCCESS
UE10999,XYZ410,-90.4,-8.4,17.8,SUCCESS
