ue_id,cell_id,rsrp,sinr,failure_type,timestamp,source_cell,target_cell,serving_rsrp,target_rsrp,serving_sinr,target_sinr,serving_rsrq,target_rsrq,event_type,measurement_event,ho_type,failure_stage,speed_kmph,beam_id,beam_id_target,pci_source,pci_target,time_to_trigger_ms,hysteresis_db,xn_latency_ms,packet_loss_pct,t310_expiry,rlf_detected,result,neighbor_relation_status,missing_neighbor,rca_scenarios
UE10961,XYZ403,-97.0,10.0,SUCCESS,2026-07-01T13:19:05+00:00,XYZ403,XYZ402,-97.0,-94.0,10.0,9.0,-105.0,-103.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,6,6,103,102,160,2.0,21.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10296,XYZ404,-88.0,-9.0,SUCCESS,2026-07-01T13:17:14+00:00,XYZ404,XYZ405,-88.0,-84.0,-9.0,-8.0,-115.0,-110.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,4,4,104,105,40,2.0,33.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10509,XYZ410,-93.0,20.0,TOO_EARLY_HO,2026-07-01T13:20:45+00:00,XYZ410,XYZ409,-93.0,-80.0,20.0,18.0,-96.0,-83.0,HANDOVER,A3,INTRA_NR,HO_DECISION,77.0,5,6,110,109,120,2.0,27.0,0.4,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10714,XYZ407,-119.0,22.0,SUCCESS,2026-07-01T13:17:13+00:00,XYZ407,XYZ409,-119.0,-115.0,22.0,22.0,-122.0,-118.0,HANDOVER,A3,INTRA_NR,SUCCESS,27.0,7,7,107,109,160,2.0,29.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10983,XYZ408,-114.0,19.0,PREP_FAILURE,2026-07-01T13:19:10+00:00,XYZ408,XYZ406,-114.0,-123.0,19.0,16.0,-117.0,-126.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,37.0,2,3,108,106,40,0.0,27.0,3.1,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|coverage_induced_ho_failure
UE10965,XYZ402,-95.0,1.0,TOO_LATE_HO,2026-07-01T13:20:10+00:00,XYZ402,XYZ403,-95.0,-110.0,1.0,-2.0,-112.0,-130.0,HANDOVER,A5,INTRA_NR,HO_DECISION,12.0,1,6,102,103,80,1.0,52.0,0.1,True,False,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue
UE10572,XYZ409,-94.0,1.0,SUCCESS,2026-07-01T13:21:19+00:00,XYZ409,XYZ407,-94.0,-91.0,1.0,0.0,-111.0,-109.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,5,5,109,107,80,1.0,36.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10537,XYZ407,-106.0,13.0,SUCCESS,2026-07-01T13:21:24+00:00,XYZ407,XYZ408,-106.0,-100.0,13.0,14.0,-111.0,-104.0,HANDOVER,A3,INTRA_NR,SUCCESS,34.0,5,5,107,108,160,2.0,20.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10582,XYZ408,-109.0,13.0,PREP_FAILURE,2026-07-01T13:21:32+00:00,XYZ408,XYZ406,-109.0,-126.0,13.0,11.0,-114.0,-133.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,41.0,7,1,108,106,40,0.0,47.0,4.1,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|coverage_induced_ho_failure
UE10614,XYZ406,-90.0,0.0,SUCCESS,2026-07-01T13:22:12+00:00,XYZ406,XYZ404,-90.0,-85.0,0.0,-1.0,-108.0,-104.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,7,7,106,104,120,1.0,18.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10978,XYZ406,-123.0,2.0,SUCCESS,2026-07-01T13:22:57+00:00,XYZ406,XYZ404,-123.0,-117.0,2.0,2.0,-139.0,-133.0,HANDOVER,A3,INTRA_NR,SUCCESS,32.0,5,5,106,104,120,1.0,30.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10325,XYZ409,-125.0,16.0,SUCCESS,2026-07-01T13:25:27+00:00,XYZ409,XYZ407,-125.0,-121.0,16.0,17.0,-128.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,3,3,109,107,80,1.0,34.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10362,XYZ404,-76.0,-3.0,SUCCESS,2026-07-01T13:23:06+00:00,XYZ404,XYZ403,-76.0,-71.0,-3.0,-2.0,-97.0,-91.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,8,8,104,103,40,2.0,38.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10668,XYZ405,-99.0,-1.0,SUCCESS,2026-07-01T13:24:45+00:00,XYZ405,XYZ407,-99.0,-94.0,-1.0,0.0,-118.0,-112.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,2,2,105,107,80,0.0,16.0,0.25,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10874,XYZ409,-79.0,-3.0,PREP_FAILURE,2026-07-01T13:26:51+00:00,XYZ409,XYZ410,-79.0,-97.0,-3.0,-6.0,-100.0,-121.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,36.0,8,6,109,110,80,1.0,52.0,7.6,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|interference_induced_ho_failure
UE10358,XYZ401,-86.0,9.0,SUCCESS,2026-07-01T13:28:54+00:00,XYZ401,XYZ402,-86.0,-82.0,9.0,8.0,-95.0,-92.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,2,2,101,102,40,0.0,37.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10705,XYZ404,-93.0,-3.0,SUCCESS,2026-07-01T13:28:35+00:00,XYZ404,XYZ402,-93.0,-91.0,-3.0,-3.0,-114.0,-112.0,HANDOVER,A3,INTRA_NR,SUCCESS,31.0,7,7,104,102,40,2.0,19.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10786,XYZ407,-106.0,-2.0,SUCCESS,2026-07-01T13:28:45+00:00,XYZ407,XYZ409,-106.0,-102.0,-2.0,-1.0,-126.0,-121.0,HANDOVER,A3,INTRA_NR,SUCCESS,41.0,7,7,107,109,160,2.0,25.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10323,XYZ409,-112.0,-4.0,PREP_FAILURE,2026-07-01T13:28:49+00:00,XYZ409,XYZ408,-112.0,-124.0,-4.0,-7.0,-134.0,-149.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,36.0,3,3,109,108,80,1.0,59.0,5.8,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|coverage_induced_ho_failure|interference_induced_ho_failure
UE10697,XYZ410,-90.0,3.0,SUCCESS,2026-07-01T13:28:54+00:00,XYZ410,XYZ408,-90.0,-85.0,3.0,3.0,-105.0,-100.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,4,4,110,108,120,2.0,17.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10325,XYZ406,-121.0,17.0,SUCCESS,2026-07-01T13:31:00+00:00,XYZ406,XYZ408,-121.0,-118.0,17.0,17.0,-124.0,-121.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,3,3,106,108,120,1.0,34.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10624,XYZ408,-103.0,-9.0,SUCCESS,2026-07-01T13:29:35+00:00,XYZ408,XYZ409,-103.0,-97.0,-9.0,-8.0,-130.0,-123.0,HANDOVER,A3,INTRA_NR,SUCCESS,27.0,2,2,108,109,40,0.0,19.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10824,XYZ409,-81.0,-3.0,SUCCESS,2026-07-01T13:31:03+00:00,XYZ409,XYZ410,-81.0,-77.0,-3.0,-2.0,-102.0,-97.0,HANDOVER,A3,INTRA_NR,SUCCESS,27.0,7,7,109,110,80,1.0,34.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10164,XYZ410,-111.0,2.0,SUCCESS,2026-07-01T13:34:16+00:00,XYZ410,XYZ409,-111.0,-106.0,2.0,2.0,-127.0,-122.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,7,7,110,109,120,2.0,33.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10572,XYZ404,-120.0,10.0,SUCCESS,2026-07-01T13:32:25+00:00,XYZ404,XYZ403,-120.0,-116.0,10.0,10.0,-128.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,5,5,104,103,40,2.0,36.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10603,XYZ401,-93.0,17.0,TOO_EARLY_HO,2026-07-01T13:33:22+00:00,XYZ401,XYZ403,-93.0,-84.0,17.0,13.0,-96.0,-89.0,HANDOVER,A3,INTRA_NR,HO_DECISION,80.0,4,5,101,103,40,0.0,40.0,0.35,False,False,FAILURE,MISSING,True,too_early_handover|mobility_configuration_issue|missing_neighbor
UE10797,XYZ408,-107.0,24.0,XN_FAILURE,2026-07-01T13:35:10+00:00,XYZ408,XYZ406,-107.0,-123.0,24.0,20.0,-110.0,-126.0,HANDOVER,A3,INTER_GNB_XN,HO_PREPARATION,53.0,5,1,108,106,40,0.0,159.0,8.5,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|xn_transport_failure|coverage_induced_ho_failure
UE10454,XYZ402,-113.0,12.0,SUCCESS,2026-07-01T13:32:35+00:00,XYZ402,XYZ403,-113.0,-107.0,12.0,11.0,-119.0,-114.0,HANDOVER,A3,INTRA_NR,SUCCESS,37.0,2,2,102,103,80,1.0,25.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10968,XYZ401,-97.0,4.0,SUCCESS,2026-07-01T13:35:01+00:00,XYZ401,XYZ403,-97.0,-93.0,4.0,3.0,-111.0,-108.0,HANDOVER,A3,INTRA_NR,SUCCESS,27.0,1,1,101,103,40,0.0,27.0,0.0,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10152,XYZ407,-120.0,-9.0,SUCCESS,2026-07-01T13:33:22+00:00,XYZ407,XYZ409,-120.0,-114.0,-9.0,-10.0,-147.0,-142.0,HANDOVER,A3,INTRA_NR,SUCCESS,44.0,2,2,107,109,160,2.0,36.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10736,XYZ410,-111.0,1.0,SUCCESS,2026-07-01T13:34:52+00:00,XYZ410,XYZ408,-111.0,-108.0,1.0,2.0,-128.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,1,1,110,108,120,2.0,30.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10126,XYZ409,-110.0,-8.0,SUCCESS,2026-07-01T13:39:10+00:00,XYZ409,XYZ407,-110.0,-106.0,-8.0,-9.0,-136.0,-133.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,2,2,109,107,80,1.0,19.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10192,XYZ409,-102.0,-6.0,SUCCESS,2026-07-01T13:35:52+00:00,XYZ409,XYZ408,-102.0,-99.0,-6.0,-7.0,-126.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,29.0,5,5,109,108,80,1.0,34.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10626,XYZ403,-103.0,-8.0,SUCCESS,2026-07-01T13:37:38+00:00,XYZ403,XYZ405,-103.0,-99.0,-8.0,-9.0,-129.0,-126.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,3,3,103,105,160,2.0,15.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10773,XYZ406,-78.0,8.0,SUCCESS,2026-07-01T13:37:54+00:00,XYZ406,XYZ405,-78.0,-74.0,8.0,8.0,-88.0,-84.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,8,8,106,105,120,1.0,33.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10529,XYZ407,-116.0,-9.0,SUCCESS,2026-07-01T13:41:36+00:00,XYZ407,XYZ406,-116.0,-111.0,-9.0,-9.0,-143.0,-138.0,HANDOVER,A3,INTRA_NR,SUCCESS,34.0,5,5,107,106,160,2.0,35.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10009,XYZ410,-85.0,6.0,SUCCESS,2026-07-01T13:39:14+00:00,XYZ410,XYZ409,-85.0,-82.0,6.0,6.0,-97.0,-94.0,HANDOVER,A3,INTRA_NR,SUCCESS,31.0,1,1,110,109,120,2.0,35.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10091,XYZ409,-85.0,3.0,SUCCESS,2026-07-01T13:42:30+00:00,XYZ409,XYZ407,-85.0,-80.0,3.0,3.0,-100.0,-95.0,HANDOVER,A3,INTRA_NR,SUCCESS,41.0,1,1,109,107,80,1.0,20.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10138,XYZ402,-77.0,17.0,TOO_EARLY_HO,2026-07-01T13:43:22+00:00,XYZ402,XYZ403,-77.0,-67.0,17.0,15.0,-80.0,-70.0,HANDOVER,A3,INTRA_NR,HO_DECISION,94.0,4,4,102,103,80,1.0,59.0,0.05,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10480,XYZ408,-109.0,16.0,SUCCESS,2026-07-01T13:40:30+00:00,XYZ408,XYZ406,-109.0,-107.0,16.0,17.0,-112.0,-110.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,1,1,108,106,40,0.0,18.0,0.4,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10448,XYZ407,-77.0,-1.0,TOO_LATE_HO,2026-07-01T13:40:32+00:00,XYZ407,XYZ405,-77.0,-87.0,-1.0,-5.0,-96.0,-110.0,HANDOVER,A5,INTRA_NR,HO_DECISION,24.0,1,3,107,105,160,2.0,40.0,0.35,False,True,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue|post_ho_rlf|interference_induced_ho_failure
UE10332,XYZ404,-82.0,-8.0,PREP_FAILURE,2026-07-01T13:45:09+00:00,XYZ404,XYZ405,-82.0,-91.0,-8.0,-11.0,-108.0,-120.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,43.0,6,3,104,105,40,2.0,52.0,9.3,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|interference_induced_ho_failure
UE10868,XYZ402,-81.0,14.0,TOO_EARLY_HO,2026-07-01T13:43:31+00:00,XYZ402,XYZ403,-81.0,-69.0,14.0,12.0,-85.0,-75.0,HANDOVER,A3,INTRA_NR,HO_DECISION,79.0,3,7,102,103,80,1.0,28.0,0.1,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10339,XYZ408,-96.0,11.0,SUCCESS,2026-07-01T13:42:01+00:00,XYZ408,XYZ410,-96.0,-94.0,11.0,11.0,-103.0,-101.0,HANDOVER,A3,INTRA_NR,SUCCESS,32.0,6,6,108,110,40,0.0,19.0,0.35,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10960,XYZ405,-82.0,19.0,TOO_EARLY_HO,2026-07-01T13:43:41+00:00,XYZ405,XYZ403,-82.0,-70.0,19.0,17.0,-85.0,-73.0,HANDOVER,A3,INTRA_NR,HO_DECISION,78.0,7,2,105,103,80,0.0,64.0,0.35,False,False,FAILURE,MISSING,True,too_early_handover|mobility_configuration_issue|missing_neighbor
UE10051,XYZ406,-80.0,10.0,SUCCESS,2026-07-01T13:45:17+00:00,XYZ406,XYZ405,-80.0,-76.0,10.0,11.0,-88.0,-83.0,HANDOVER,A3,INTRA_NR,SUCCESS,31.0,3,3,106,105,120,1.0,18.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10706,XYZ407,-116.0,19.0,SUCCESS,2026-07-01T13:46:30+00:00,XYZ407,XYZ408,-116.0,-111.0,19.0,19.0,-119.0,-114.0,HANDOVER,A3,INTRA_NR,SUCCESS,34.0,5,5,107,108,160,2.0,16.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10465,XYZ410,-107.0,17.0,SUCCESS,2026-07-01T13:47:29+00:00,XYZ410,XYZ409,-107.0,-105.0,17.0,16.0,-110.0,-108.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,8,8,110,109,120,2.0,31.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10717,XYZ401,-97.0,20.0,SUCCESS,2026-07-01T13:49:07+00:00,XYZ401,XYZ403,-97.0,-91.0,20.0,21.0,-100.0,-94.0,HANDOVER,A3,INTRA_NR,SUCCESS,40.0,5,5,101,103,40,0.0,23.0,0.1,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10798,XYZ408,-124.0,15.0,SUCCESS,2026-07-01T13:48:25+00:00,XYZ408,XYZ410,-124.0,-121.0,15.0,16.0,-127.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,45.0,8,8,108,110,40,0.0,38.0,0.2,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10474,XYZ404,-90.0,11.0,SUCCESS,2026-07-01T13:45:57+00:00,XYZ404,XYZ405,-90.0,-88.0,11.0,11.0,-97.0,-95.0,HANDOVER,A3,INTRA_NR,SUCCESS,26.0,4,4,104,105,40,2.0,25.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10400,XYZ409,-107.0,10.0,SUCCESS,2026-07-01T13:46:45+00:00,XYZ409,XYZ410,-107.0,-103.0,10.0,10.0,-115.0,-111.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,4,4,109,110,80,1.0,19.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10438,XYZ401,-119.0,-10.0,SUCCESS,2026-07-01T13:49:58+00:00,XYZ401,XYZ403,-119.0,-114.0,-10.0,-10.0,-147.0,-142.0,HANDOVER,A3,INTRA_NR,SUCCESS,34.0,1,1,101,103,40,0.0,27.0,0.35,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10877,XYZ402,-100.0,2.0,SUCCESS,2026-07-01T13:49:43+00:00,XYZ402,XYZ403,-100.0,-94.0,2.0,2.0,-116.0,-110.0,HANDOVER,A3,INTRA_NR,SUCCESS,27.0,2,2,102,103,80,1.0,18.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10604,XYZ406,-111.0,10.0,SUCCESS,2026-07-01T13:52:14+00:00,XYZ406,XYZ407,-111.0,-109.0,10.0,11.0,-119.0,-116.0,HANDOVER,A3,INTRA_NR,SUCCESS,26.0,4,4,106,107,120,1.0,25.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10931,XYZ410,-79.0,-2.0,SUCCESS,2026-07-01T13:53:49+00:00,XYZ410,XYZ408,-79.0,-73.0,-2.0,-2.0,-99.0,-93.0,HANDOVER,A3,INTRA_NR,SUCCESS,27.0,7,7,110,108,120,2.0,27.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10996,XYZ401,-88.0,6.0,SUCCESS,2026-07-01T13:52:13+00:00,XYZ401,XYZ402,-88.0,-83.0,6.0,7.0,-100.0,-94.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,3,3,101,102,40,0.0,33.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10921,XYZ404,-123.0,10.0,XN_FAILURE,2026-07-01T13:52:30+00:00,XYZ404,XYZ406,-123.0,-131.0,10.0,8.0,-131.0,-141.0,HANDOVER,A3,INTER_GNB_XN,HO_PREPARATION,48.0,1,1,104,106,40,2.0,196.0,2.1,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|xn_transport_failure|coverage_induced_ho_failure
UE10820,XYZ408,-88.0,20.0,TOO_EARLY_HO,2026-07-01T13:55:35+00:00,XYZ408,XYZ407,-88.0,-76.0,20.0,17.0,-91.0,-79.0,HANDOVER,A3,INTRA_NR,HO_DECISION,90.0,1,4,108,107,40,0.0,35.0,0.0,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10656,XYZ410,-110.0,11.0,SUCCESS,2026-07-01T13:53:39+00:00,XYZ410,XYZ408,-110.0,-108.0,11.0,10.0,-117.0,-116.0,HANDOVER,A3,INTRA_NR,SUCCESS,30.0,5,5,110,108,120,2.0,23.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10597,XYZ405,-124.0,1.0,SUCCESS,2026-07-01T13:52:26+00:00,XYZ405,XYZ403,-124.0,-121.0,1.0,0.0,-141.0,-139.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,1,1,105,103,80,0.0,23.0,0.0,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10508,XYZ409,-95.0,-5.0,SUCCESS,2026-07-01T13:54:54+00:00,XYZ409,XYZ410,-95.0,-92.0,-5.0,-6.0,-118.0,-116.0,HANDOVER,A3,INTRA_NR,SUCCESS,45.0,3,3,109,110,80,1.0,22.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10152,XYZ406,-98.0,5.0,SUCCESS,2026-07-01T13:53:43+00:00,XYZ406,XYZ405,-98.0,-96.0,5.0,4.0,-111.0,-110.0,HANDOVER,A3,INTRA_NR,SUCCESS,44.0,2,2,106,105,120,1.0,36.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10513,XYZ401,-119.0,15.0,SUCCESS,2026-07-01T13:58:25+00:00,XYZ401,XYZ402,-119.0,-114.0,15.0,14.0,-122.0,-118.0,HANDOVER,A3,INTRA_NR,SUCCESS,44.0,2,2,101,102,40,0.0,28.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10502,XYZ406,-96.0,-6.0,PING_PONG,2026-07-01T13:55:08+00:00,XYZ406,XYZ408,-96.0,-98.0,-6.0,-10.0,-120.0,-126.0,HANDOVER,A3,INTRA_NR,POST_HO,47.0,6,5,106,108,120,1.0,44.0,0.6,True,False,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|interference_induced_ho_failure|beam_instability
UE10853,XYZ406,-83.0,-2.0,SUCCESS,2026-07-01T13:57:52+00:00,XYZ406,XYZ407,-83.0,-80.0,-2.0,-1.0,-103.0,-99.0,HANDOVER,A3,INTRA_NR,SUCCESS,26.0,7,7,106,107,120,1.0,30.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10900,XYZ406,-119.0,3.0,SUCCESS,2026-07-01T13:57:54+00:00,XYZ406,XYZ407,-119.0,-116.0,3.0,2.0,-134.0,-132.0,HANDOVER,A3,INTRA_NR,SUCCESS,40.0,5,5,106,107,120,1.0,39.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10771,XYZ408,-90.0,19.0,TOO_EARLY_HO,2026-07-01T13:59:14+00:00,XYZ408,XYZ409,-90.0,-82.0,19.0,15.0,-93.0,-85.0,HANDOVER,A3,INTRA_NR,HO_DECISION,89.0,2,3,108,109,40,0.0,57.0,0.1,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10675,XYZ406,-97.0,15.0,SUCCESS,2026-07-01T13:59:17+00:00,XYZ406,XYZ405,-97.0,-95.0,15.0,14.0,-100.0,-99.0,HANDOVER,A3,INTRA_NR,SUCCESS,30.0,4,4,106,105,120,1.0,20.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10005,XYZ405,-102.0,18.0,SUCCESS,2026-07-01T14:01:54+00:00,XYZ405,XYZ407,-102.0,-99.0,18.0,17.0,-105.0,-102.0,HANDOVER,A3,INTRA_NR,SUCCESS,41.0,7,7,105,107,80,0.0,28.0,0.25,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10499,XYZ402,-87.0,8.0,SUCCESS,2026-07-01T14:00:15+00:00,XYZ402,XYZ403,-87.0,-82.0,8.0,8.0,-97.0,-92.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,6,6,102,103,80,1.0,20.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10660,XYZ404,-122.0,-3.0,SUCCESS,2026-07-01T14:02:28+00:00,XYZ404,XYZ405,-122.0,-120.0,-3.0,-2.0,-143.0,-140.0,HANDOVER,A3,INTRA_NR,SUCCESS,43.0,2,2,104,105,40,2.0,38.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10716,XYZ410,-97.0,12.0,TOO_LATE_HO,2026-07-01T13:59:44+00:00,XYZ410,XYZ409,-97.0,-116.0,12.0,8.0,-103.0,-126.0,HANDOVER,A5,INTRA_NR,HO_DECISION,7.0,7,4,110,109,120,2.0,56.0,0.3,False,False,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue|coverage_induced_ho_failure
UE10117,XYZ405,-82.0,24.0,TOO_EARLY_HO,2026-07-01T14:02:31+00:00,XYZ405,XYZ407,-82.0,-73.0,24.0,20.0,-85.0,-76.0,HANDOVER,A3,INTRA_NR,HO_DECISION,83.0,5,2,105,107,80,0.0,39.0,0.0,False,False,FAILURE,MISSING,True,too_early_handover|mobility_configuration_issue|missing_neighbor
UE10484,XYZ410,-121.0,20.0,SUCCESS,2026-07-01T14:02:31+00:00,XYZ410,XYZ408,-121.0,-115.0,20.0,21.0,-124.0,-118.0,HANDOVER,A3,INTRA_NR,SUCCESS,32.0,6,6,110,108,120,2.0,35.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10600,XYZ404,-97.0,24.0,PING_PONG,2026-07-01T14:03:53+00:00,XYZ404,XYZ403,-97.0,-95.0,24.0,20.0,-100.0,-98.0,HANDOVER,A3,INTRA_NR,POST_HO,55.0,4,1,104,103,40,2.0,43.0,0.4,True,False,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|beam_instability
UE10665,XYZ402,-96.0,21.0,SUCCESS,2026-07-01T14:02:13+00:00,XYZ402,XYZ403,-96.0,-93.0,21.0,20.0,-99.0,-96.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,4,4,102,103,80,1.0,30.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10950,XYZ407,-97.0,-6.0,TOO_LATE_HO,2026-07-01T14:05:04+00:00,XYZ407,XYZ406,-97.0,-108.0,-6.0,-8.0,-121.0,-134.0,HANDOVER,A5,INTRA_NR,HO_DECISION,20.0,2,3,107,106,160,2.0,38.0,0.05,True,False,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue|interference_induced_ho_failure
UE10678,XYZ410,-100.0,5.0,PING_PONG,2026-07-01T14:05:22+00:00,XYZ410,XYZ408,-100.0,-102.0,5.0,3.0,-113.0,-117.0,HANDOVER,A3,INTRA_NR,POST_HO,48.0,3,8,110,108,120,2.0,53.0,0.3,True,True,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|beam_instability
UE10467,XYZ410,-107.0,6.0,N2_FAILURE,2026-07-01T14:04:37+00:00,XYZ410,XYZ409,-107.0,-118.0,6.0,4.0,-119.0,-132.0,HANDOVER,A3,INTER_GNB_NG,HO_PREPARATION,57.0,8,2,110,109,120,2.0,38.0,2.4,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|coverage_induced_ho_failure
UE10160,XYZ402,-100.0,21.0,SUCCESS,2026-07-01T14:07:27+00:00,XYZ402,XYZ403,-100.0,-97.0,21.0,22.0,-103.0,-100.0,HANDOVER,A3,INTRA_NR,SUCCESS,37.0,6,6,102,103,80,1.0,38.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10269,XYZ401,-89.0,21.0,TOO_EARLY_HO,2026-07-01T14:05:17+00:00,XYZ401,XYZ402,-89.0,-82.0,21.0,19.0,-92.0,-85.0,HANDOVER,A3,INTRA_NR,HO_DECISION,87.0,5,8,101,102,40,0.0,60.0,0.35,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
