ue_id,cell_id,rsrp,rsrq,sinr,cause
UE11440,XYZ401,-127.4,-15.0,-14.1,Coverage
UE11441,XYZ402,-114.7,-12.8,1.9,Coverage
UE11442,XYZ403,-118.5,-13.6,-1.2,Coverage
UE11443,XYZ404,-112.9,-10.6,8.1,Coverage
UE11444,XYZ405,-108.0,-11.7,9.3,Interference
UE11445,XYZ406,-104.9,-10.1,20.8,Interference
UE11446,XYZ407,-105.8,-11.1,4.7,Interference
UE11447,XYZ408,-100.8,-9.9,9.4,Coverage
UE11448,XYZ409,-97.1,-10.1,16.5,None
UE11449,XYZ410,-85.7,-6.7,17.9,None
UE11450,XYZ401,-117.8,-11.9,4.5,Coverage
UE11451,XYZ402,-119.5,-10.9,-0.6,Coverage
UE11452,XYZ403,-113.6,-14.1,-8.6,Coverage
UE11453,XYZ404,-112.1,-13.9,-4.8,Coverage
UE11454,XYZ405,-114.1,-11.5,8.0,Coverage
UE11455,XYZ406,-104.1,-11.5,1.3,Coverage
UE11456,XYZ407,-101.6,-12.4,-0.3,Interference
UE11457,XYZ408,-105.2,-6.0,14.8,Coverage
UE11458,XYZ409,-92.4,-6.1,17.2,None
UE11459,XYZ410,-85.9,-9.9,13.9,None
UE11460,XYZ401,-108.4,-13.6,1.2,Coverage
UE11461,XYZ402,-107.8,-13.6,2.1,Post_HO
UE11462,XYZ403,-112.6,-12.7,7.4,Coverage
UE11463,XYZ404,-114.8,-12.2,1.8,Coverage
UE11464,XYZ405,-106.8,-10.9,4.0,Interference
UE11465,XYZ406,-102.9,-11.2,14.1,Post_HO
UE11466,XYZ407,-106.9,-11.9,2.6,Post_HO
UE11467,XYZ408,-103.1,-12.0,8.3,Post_HO
UE11468,XYZ409,-93.7,-7.0,19.5,None
UE11469,XYZ410,-89.0,-9.6,20.9,None
UE11470,XYZ401,-115.9,-13.7,3.9,Coverage
UE11471,XYZ402,-123.4,-14.7,1.2,Coverage
UE11472,XYZ403,-119.1,-15.1,-3.8,Coverage
UE11473,XYZ404,-116.3,-13.2,1.4,Coverage
UE11474,XYZ405,-105.9,-10.6,6.6,Post_HO
UE11475,XYZ406,-103.9,-9.9,9.0,Coverage
UE11476,XYZ407,-106.2,-13.0,6.3,Interference
UE11477,XYZ408,-103.3,-11.6,9.8,Interference
UE11478,XYZ409,-88.2,-8.0,17.5,None
UE11479,XYZ410,-88.1,-8.9,22.2,None
UE11480,XYZ401,-117.9,-14.3,-8.1,Coverage
UE11481,XYZ402,-119.3,-13.4,-4.2,Coverage
UE11482,XYZ403,-119.6,-11.4,-10.7,Coverage
UE11483,XYZ404,-117.1,-13.3,-2.2,Coverage
UE11484,XYZ405,-117.3,-10.8,6.4,Coverage
UE11485,XYZ406,-97.8,-9.9,9.4,Interference
UE11486,XYZ407,-103.7,-9.8,13.6,Interference
UE11487,XYZ408,-108.8,-10.9,9.6,Post_HO
UE11488,XYZ409,-95.3,-10.1,13.4,None
UE11489,XYZ410,-87.5,-8.4,21.1,None
UE11490,XYZ401,-116.6,-14.8,-15.6,Coverage
UE11491,XYZ402,-113.9,-9.5,7.1,Coverage
UE11492,XYZ403,-121.6,-12.5,9.3,Coverage
UE11493,XYZ404,-107.5,-12.3,-7.0,Interference
UE11494,XYZ405,-105.5,-10.5,6.8,Post_HO
UE11495,XYZ406,-104.5,-13.2,7.0,Post_HO
UE11496,XYZ407,-105.7,-11.8,0.5,Post_HO
UE11497,XYZ408,-101.6,-10.5,11.8,Post_HO
UE11498,XYZ409,-93.7,-10.4,16.0,None
UE11499,XYZ410,-91.9,-7.8,13.3,None
