cell_id,cqi,prb_util,dl_tp,rsrq,sinr,issue
XYZ404,4.5,86.9,125,-12.3,-1.3,Scheduler
XYZ405,10.7,78.4,271,-10.7,7.2,Scheduler
XYZ406,7.5,53.4,426,-10.9,5.5,None
XYZ407,9.7,90.8,555,-10.0,2.4,Congestion
XYZ408,7.9,98.0,457,-10.0,5.3,Congestion
XYZ409,14.4,43.1,511,-10.8,14.5,None
XYZ410,12.8,35.9,728,-8.5,20.4,None
XYZ401,4.9,39.1,202,-11.4,-2.8,RF
XYZ402,5.3,47.8,214,-12.2,4.3,RF
XYZ403,5.6,33.8,211,-12.7,5.8,RF
XYZ404,6.2,47.8,126,-11.9,7.8,None
XYZ405,13.7,48.0,385,-11.9,1.9,None
XYZ406,7.7,58.8,480,-11.5,10.1,Scheduler
XYZ407,11.3,62.5,419,-10.8,6.6,Scheduler
XYZ408,13.4,88.0,624,-9.9,7.3,Congestion
XYZ409,12.1,38.8,584,-6.2,21.6,None
XYZ410,14.0,68.6,759,-7.6,17.2,Scheduler
XYZ401,8.4,72.9,237,-12.0,-5.6,Scheduler
XYZ402,6.0,51.7,281,-13.0,5.5,RF
XYZ403,5.7,69.5,151,-13.1,0.0,RF
XYZ404,2.2,63.3,122,-10.0,17.9,Backhaul
XYZ405,7.6,71.3,253,-12.6,8.1,Scheduler
XYZ406,7.7,65.3,338,-10.1,4.0,Scheduler
XYZ407,7.8,86.0,526,-9.8,14.5,Congestion
XYZ408,5.6,77.7,535,-13.3,8.4,RF
XYZ409,14.2,22.6,471,-7.6,23.6,None
XYZ410,15.0,55.5,760,-9.3,21.0,Scheduler
XYZ401,6.2,60.5,244,-10.5,2.6,Scheduler
XYZ402,5.6,73.3,165,-14.5,-8.4,RF
XYZ403,5.3,41.9,179,-13.5,-3.7,RF
XYZ404,8.4,80.4,105,-14.0,1.7,Backhaul
XYZ405,8.2,68.0,415,-12.3,7.0,Scheduler
XYZ406,8.2,56.0,297,-11.1,12.3,Scheduler
XYZ407,9.9,42.6,515,-10.5,8.3,None
XYZ408,9.3,64.8,367,-9.3,12.1,Scheduler
XYZ409,14.4,68.8,443,-9.1,14.5,Scheduler
XYZ410,12.9,45.6,1018,-7.5,21.8,None
XYZ401,8.4,83.4,171,-11.8,7.2,Congestion
XYZ402,5.2,74.1,212,-12.8,-1.0,RF
XYZ403,3.3,59.1,164,-14.6,-10.2,RF
XYZ404,6.1,36.4,161,-11.5,11.2,RF
XYZ405,7.8,81.4,491,-11.0,6.8,Scheduler
XYZ406,9.7,43.9,332,-12.1,2.2,None
XYZ407,9.3,40.9,341,-10.5,4.8,None
XYZ408,9.8,60.2,414,-10.1,10.9,Scheduler
XYZ409,12.5,23.6,531,-10.3,14.2,None
XYZ410,15.0,31.8,618,-11.9,17.6,None
