ue_id,cell_id,rsrp,rsrq,sinr,failure_type
UE10856,XYZ407,-102.0,-10.4,4.6,SUCCESS
UE10857,XYZ408,-102.0,-9.9,13.7,SUCCESS
UE10858,XYZ409,-91.3,-9.1,13.0,SUCCESS
UE10859,XYZ410,-85.8,-7.6,22.9,SUCCESS
UE10860,XYZ401,-115.3,-13.6,-0.5,N2_FAILURE
UE10861,XYZ402,-123.0,-12.2,4.8,TOO_LATE_HO
UE10862,XYZ403,-118.8,-12.1,8.8,SUCCESS
UE10863,XYZ404,-110.0,-13.1,1.1,SUCCESS
UE10864,XYZ405,-101.9,-12.1,2.6,SUCCESS
UE10865,XYZ406,-106.5,-11.9,1.2,SUCCESS
UE10866,XYZ407,-101.5,-10.8,7.3,SUCCESS
UE10867,XYZ408,-102.5,-9.7,8.9,SUCCESS
UE10868,XYZ409,-95.0,-9.2,17.0,SUCCESS
UE10869,XYZ410,-90.6,-7.5,18.4,SUCCESS
UE10870,XYZ401,-120.3,-13.5,0.6,SUCCESS
UE10871,XYZ402,-107.8,-13.2,-9.1,SUCCESS
UE10872,XYZ403,-119.2,-10.7,4.9,SUCCESS
UE10873,XYZ404,-104.2,-12.9,3.9,TOO_LATE_HO
UE10874,XYZ405,-113.2,-12.5,2.5,SUCCESS
UE10875,XYZ406,-108.5,-13.3,11.5,SUCCESS
UE10876,XYZ407,-104.6,-10.3,11.4,SUCCESS
UE10877,XYZ408,-105.2,-10.2,8.4,SUCCESS
UE10878,XYZ409,-96.4,-11.8,9.3,TOO_LATE_HO
UE10879,XYZ410,-88.4,-8.8,17.7,SUCCESS
UE10880,XYZ401,-106.8,-11.3,0.7,SUCCESS
UE10881,XYZ402,-114.2,-12.4,1.4,SUCCESS
UE10882,XYZ403,-112.3,-12.8,7.4,SUCCESS
UE10883,XYZ404,-107.1,-13.0,4.4,WRONG_CELL
UE10884,XYZ405,-108.2,-13.9,1.5,SUCCESS
UE10885,XYZ406,-104.9,-13.6,-2.0,N2_FAILURE
UE10886,XYZ407,-105.5,-12.8,11.0,SUCCESS
UE10887,XYZ408,-100.5,-10.8,9.1,SUCCESS
UE10888,XYZ409,-92.0,-8.9,18.4,SUCCESS
UE10889,XYZ410,-86.5,-8.0,20.9,SUCCESS
UE10890,XYZ401,-125.4,-11.5,0.5,SUCCESS
UE10891,XYZ402,-119.0,-13.7,3.2,SUCCESS
UE10892,XYZ403,-117.0,-15.9,-19.0,SUCCESS
UE10893,XYZ404,-117.9,-13.5,3.3,SUCCESS
UE10894,XYZ405,-103.4,-9.4,15.7,SUCCESS
UE10895,XYZ406,-102.8,-10.7,4.4,SUCCESS
UE10896,XYZ407,-107.1,-12.3,7.4,SUCCESS
UE10897,XYZ408,-102.9,-10.1,19.5,SUCCESS
UE10898,XYZ409,-93.5,-8.1,16.6,SUCCESS
UE10899,XYZ410,-89.9,-8.2,20.1,SUCCESS
UE10900,XYZ401,-127.4,-12.4,-3.1,PING_PONG
UE10901,XYZ402,-116.9,-12.4,3.8,N2_FAILURE
UE10902,XYZ403,-118.3,-15.9,-5.5,SUCCESS
UE10903,XYZ404,-114.2,-12.0,8.3,SUCCESS
UE10904,XYZ405,-106.9,-11.9,3.3,SUCCESS
UE10905,XYZ406,-104.3,-10.2,1.8,SUCCESS
UE10906,XYZ407,-101.4,-11.6,6.6,SUCCESS
UE10907,XYZ408,-105.6,-9.7,10.8,SUCCESS
UE10908,XYZ409,-96.0,-10.7,18.5,SUCCESS
UE10909,XYZ410,-84.9,-10.0,20.0,SUCCESS
UE10910,XYZ401,-112.9,-13.7,1.6,SUCCESS
UE10911,XYZ402,-116.1,-11.7,-2.7,SUCCESS
UE10912,XYZ403,-116.8,-16.9,-15.4,SUCCESS
UE10913,XYZ404,-111.4,-13.5,-3.3,SUCCESS
UE10914,XYZ405,-104.6,-9.9,11.5,SUCCESS
UE10915,XYZ406,-112.3,-14.2,6.3,PREP_FAILURE
UE10916,XYZ407,-111.0,-13.0,10.2,SUCCESS
UE10917,XYZ408,-99.9,-8.8,17.1,SUCCESS
UE10918,XYZ409,-91.4,-10.9,12.5,SUCCESS
UE10919,XYZ410,-91.2,-7.5,23.2,SUCCESS
UE10920,XYZ401,-114.6,-12.5,-4.1,SUCCESS
UE10921,XYZ402,-105.7,-16.5,-9.3,SUCCESS
UE10922,XYZ403,-111.1,-11.6,6.8,TOO_LATE_HO
UE10923,XYZ404,-109.6,-13.0,-6.2,SUCCESS
UE10924,XYZ405,-102.5,-13.0,3.2,PREP_FAILURE
UE10925,XYZ406,-106.1,-13.1,8.7,SUCCESS
UE10926,XYZ407,-106.4,-11.7,3.6,SUCCESS
UE10927,XYZ408,-104.0,-10.0,10.5,SUCCESS
UE10928,XYZ409,-96.5,-9.0,14.6,SUCCESS
UE10929,XYZ410,-88.0,-7.4,21.8,SUCCESS
UE10930,XYZ401,-126.1,-13.6,-0.0,SUCCESS
UE10931,XYZ402,-109.6,-11.7,-1.3,SUCCESS
UE10932,XYZ403,-114.2,-14.6,-6.6,XN_FAILURE
UE10933,XYZ404,-118.4,-13.4,0.2,SUCCESS
UE10934,XYZ405,-111.3,-14.9,-0.8,SUCCESS
UE10935,XYZ406,-100.5,-11.4,-3.1,SUCCESS
UE10936,XYZ407,-107.7,-10.7,10.2,SUCCESS
UE10937,XYZ408,-99.1,-11.6,5.2,SUCCESS
UE10938,XYZ409,-91.7,-8.5,14.8,SUCCESS
UE10939,XYZ410,-89.5,-9.7,19.3,SUCCESS
UE10940,XYZ401,-123.5,-12.4,-2.5,PREP_FAILURE
UE10941,XYZ402,-109.8,-11.2,5.1,SUCCESS
UE10942,XYZ403,-109.7,-12.8,2.4,SUCCESS
UE10943,XYZ404,-115.6,-11.8,3.5,SUCCESS
UE10944,XYZ405,-108.6,-9.0,12.2,SUCCESS
UE10945,XYZ406,-106.5,-13.2,-4.1,SUCCESS
UE10946,XYZ407,-103.8,-12.3,3.4,SUCCESS
UE10947,XYZ408,-103.4,-10.9,10.8,SUCCESS
UE10948,XYZ409,-95.4,-9.3,13.5,SUCCESS
UE10949,XYZ410,-92.7,-7.7,21.8,SUCCESS
UE10950,XYZ401,-119.5,-14.2,-4.4,SUCCESS
UE10951,XYZ402,-120.7,-13.4,-7.7,SUCCESS
UE10952,XYZ403,-110.1,-12.2,8.6,SUCCESS
UE10953,XYZ404,-115.6,-12.6,1.4,SUCCESS
UE10954,XYZ405,-107.6,-14.7,1.4,SUCCESS
UE10955,XYZ406,-97.2,-11.3,3.7,SUCCESS
UE10956,XYZ407,-103.5,-12.3,5.1,SUCCESS
UE10957,XYZ408,-104.4,-10.6,9.8,SUCCESS
UE10958,XYZ409,-97.6,-9.5,15.1,SUCCESS
UE10959,XYZ410,-88.3,-10.8,15.8,SUCCESS
UE10960,XYZ401,-98.7,-11.5,9.4,N2_FAILURE
UE10961,XYZ402,-120.5,-12.0,6.6,SUCCESS
UE10962,XYZ403,-111.6,-12.1,5.2,SUCCESS
UE10963,XYZ404,-111.4,-12.7,-0.1,SUCCESS
UE10964,XYZ405,-115.3,-11.2,8.6,SUCCESS
UE10965,XYZ406,-105.5,-10.7,3.3,SUCCESS
UE10966,XYZ407,-104.7,-12.9,6.6,SUCCESS
UE10967,XYZ408,-106.5,-11.5,7.9,SUCCESS
UE10968,XYZ409,-92.4,-9.6,17.7,SUCCESS
UE10969,XYZ410,-87.8,-10.4,18.6,SUCCESS
UE10970,XYZ401,-117.0,-15.9,-5.3,SUCCESS
UE10971,XYZ402,-119.0,-13.1,-0.7,SUCCESS
UE10972,XYZ403,-117.9,-13.2,-4.1,SUCCESS
UE10973,XYZ404,-111.4,-12.0,3.5,SUCCESS
UE10974,XYZ405,-110.9,-13.1,-1.8,TOO_LATE_HO
UE10975,XYZ406,-108.0,-8.3,8.5,SUCCESS
UE10976,XYZ407,-102.1,-10.8,7.3,SUCCESS
UE10977,XYZ408,-109.8,-8.8,21.2,SUCCESS
UE10978,XYZ409,-94.8,-8.7,15.0,SUCCESS
UE10979,XYZ410,-86.1,-9.8,21.6,SUCCESS
UE10980,XYZ401,-114.7,-12.8,-2.1,SUCCESS
UE10981,XYZ402,-109.4,-11.6,1.2,SUCCESS
UE10982,XYZ403,-130.4,-11.8,3.9,SUCCESS
UE10983,XYZ404,-112.2,-14.4,-10.4,SUCCESS
UE10984,XYZ405,-112.7,-10.4,13.6,SUCCESS
UE10985,XYZ406,-102.9,-8.6,6.7,TOO_LATE_HO
UE10986,XYZ407,-102.9,-12.7,3.0,SUCCESS
UE10987,XYZ408,-103.9,-9.8,6.2,SUCCESS
UE10988,XYZ409,-92.9,-6.3,13.2,SUCCESS
UE10989,XYZ410,-87.1,-9.0,21.6,SUCCESS
UE10990,XYZ401,-112.7,-10.9,6.3,SUCCESS
UE10991,XYZ402,-120.1,-11.6,1.1,SUCCESS
UE10992,XYZ403,-114.6,-16.2,-11.6,SUCCESS
UE10993,XYZ404,-110.7,-13.0,6.5,SUCCESS
UE10994,XYZ405,-99.8,-11.3,6.4,SUCCESS
UE10995,XYZ406,-105.9,-11.3,0.3,SUCCESS
UE10996,XYZ407,-101.7,-12.3,2.2,SUCCESS
UE10997,XYZ408,-103.0,-9.0,14.0,SUCCESS
UE10998,XYZ409,-94.3,-8.5,19.8,SUCCESS
UE10999,XYZ410,-89.4,-6.8,24.2,TOO_EARLY_HO
